
mm/dd,2022:LWG:gaspct (%),2021:LWG:gaspct (%),2020:LWG:gaspct (%),2019:LWG:gaspct (%),2018:LWG:gaspct (%),2017:LWG:gaspct (%),2016:LWG:gaspct (%),2015:LWG:gaspct (%),2014:LWG:gaspct (%),2013:LWG:gaspct (%),2012:LWG:gaspct (%),2011:LWG:gaspct (%),2010:LWG:gaspct (%),2009:LWG:gaspct (%),2008:LWG:gaspct (%),2007:LWG:gaspct (%),2006:LWG:gaspct (%),2005:LWG:gaspct (%),2004:LWG:gaspct (%),2003:LWG:gaspct (%),2002:LWG:gaspct (%),2001:LWG:gaspct (%),2000:LWG:gaspct (%),1999:LWG:gaspct (%),1998:LWG:gaspct (%),2022:LWG:outflow (kcfs),2021:LWG:outflow (kcfs),2020:LWG:outflow (kcfs),2019:LWG:outflow (kcfs),2018:LWG:outflow (kcfs),2017:LWG:outflow (kcfs),2016:LWG:outflow (kcfs),2015:LWG:outflow (kcfs),2014:LWG:outflow (kcfs),2013:LWG:outflow (kcfs),2012:LWG:outflow (kcfs),2011:LWG:outflow (kcfs),2010:LWG:outflow (kcfs),2009:LWG:outflow (kcfs),2008:LWG:outflow (kcfs),2007:LWG:outflow (kcfs),2006:LWG:outflow (kcfs),2005:LWG:outflow (kcfs),2004:LWG:outflow (kcfs),2003:LWG:outflow (kcfs),2002:LWG:outflow (kcfs),2001:LWG:outflow (kcfs),2000:LWG:outflow (kcfs),1999:LWG:outflow (kcfs),1998:LWG:outflow (kcfs),2022:LWG:spillpct (%),2021:LWG:spillpct (%),2020:LWG:spillpct (%),2019:LWG:spillpct (%),2018:LWG:spillpct (%),2017:LWG:spillpct (%),2016:LWG:spillpct (%),2015:LWG:spillpct (%),2014:LWG:spillpct (%),2013:LWG:spillpct (%),2012:LWG:spillpct (%),2011:LWG:spillpct (%),2010:LWG:spillpct (%),2009:LWG:spillpct (%),2008:LWG:spillpct (%),2007:LWG:spillpct (%),2006:LWG:spillpct (%),2005:LWG:spillpct (%),2004:LWG:spillpct (%),2003:LWG:spillpct (%),2002:LWG:spillpct (%),2001:LWG:spillpct (%),2000:LWG:spillpct (%),1999:LWG:spillpct (%),1998:LWG:spillpct (%),2022:LWG:tempc (C),2021:LWG:tempc (C),2020:LWG:tempc (C),2019:LWG:tempc (C),2018:LWG:tempc (C),2017:LWG:tempc (C),2016:LWG:tempc (C),2015:LWG:tempc (C),2014:LWG:tempc (C),2013:LWG:tempc (C),2012:LWG:tempc (C),2011:LWG:tempc (C),2010:LWG:tempc (C),2009:LWG:tempc (C),2008:LWG:tempc (C),2007:LWG:tempc (C),2006:LWG:tempc (C),2005:LWG:tempc (C),2004:LWG:tempc (C),2003:LWG:tempc (C),2002:LWG:tempc (C),2001:LWG:tempc (C),2000:LWG:tempc (C),1999:LWG:tempc (C),1998:LWG:tempc (C)
10/9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.650,98.270,96.072,98.311,91.473,99.349,98.092,97.482,20.117,17.342,19.404,23.871,19.871,23.683,22.633,18.204,18.608,26.800,20.017,34.717,18.683,31.117,24.129,20.204,19.221,14.704,13.479,16.142,19.000,12.192,21.379,25.533,27.775,5.827,0.000,0.000,0.000,0.000,14.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.588,0.000,0.000,0.000,21.451,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,17.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.668,16.584,18.126,16.705,17.653,15.204,15.567,17.833
10/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.069,97.383,95.620,97.008,93.174,99.153,98.744,96.846,15.583,18.554,18.667,27.533,18.683,20.125,24.246,14.983,17.929,25.913,18.133,31.283,22.429,22.713,24.542,23.829,25.817,18.675,15.171,16.963,19.388,12.925,18.667,27.529,30.333,6.988,9.477,0.000,0.000,0.000,10.725,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.795,0.000,0.000,59.933,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,17.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.591,16.535,17.963,16.193,17.390,14.689,15.492,17.475
10/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.397,97.598,95.922,95.913,91.960,98.049,99.340,97.389,16.850,16.588,18.275,27.813,19.208,17.654,21.558,16.383,22.771,26.192,16.092,21.500,21.542,24.138,20.500,26.792,22.629,15.300,18.967,14.871,20.121,14.429,21.346,23.108,28.017,6.825,0.000,6.521,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,85.848,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,17.570,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.688,16.468,17.760,15.828,17.160,14.634,15.317,16.983
10/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.262,97.664,94.999,95.620,91.281,97.528,99.468,98.534,17.261,16.529,19.533,21.321,18.146,17.608,21.375,15.775,20.775,28.242,15.808,26.929,23.638,29.292,22.963,17.338,23.221,13.567,13.492,14.167,17.125,14.175,18.400,24.458,28.554,6.534,11.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.566,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,17.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.510,16.418,17.585,15.703,16.848,14.625,15.325,16.508
10/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.902,97.742,94.468,96.231,90.788,97.361,99.494,98.706,17.728,15.292,19.663,21.225,15.454,18.121,26.104,15.042,18.813,22.658,14.683,30.279,16.063,27.092,26.067,18.983,22.254,17.758,17.888,15.029,13.850,15.254,18.283,25.813,28.108,12.159,0.000,5.955,0.000,0.000,19.407,0.000,0.055,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,17.620,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.395,16.413,17.360,15.504,16.615,14.635,15.275,16.200
10/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.039,98.857,94.872,96.342,90.444,97.156,98.816,98.241,16.206,15.804,21.004,23.983,19.579,17.467,24.158,22.542,17.750,25.592,15.804,24.175,17.133,28.392,20.400,18.471,22.283,16.650,16.554,14.767,14.263,15.713,19.646,26.258,28.504,0.000,11.205,0.000,0.000,0.000,19.967,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,17.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.286,16.322,17.108,15.307,16.381,14.613,15.246,16.029
10/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.985,99.640,94.963,96.727,92.475,97.917,98.036,99.539,15.539,14.891,27.746,18.325,16.667,17.558,22.129,14.458,15.771,17.875,20.550,28.046,22.754,28.879,14.713,14.842,15.621,13.100,18.013,16.879,15.238,16.621,22.283,23.804,29.063,0.000,0.000,4.190,0.000,0.050,19.910,0.000,0.000,0.000,0.396,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,17.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.033,16.114,16.843,15.176,16.121,14.662,15.100,15.726
10/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.205,99.672,94.933,97.036,93.876,97.931,97.214,97.827,15.561,15.029,21.183,21.075,18.013,16.838,20.171,14.517,17.829,26.050,14.471,27.738,17.042,24.746,17.325,17.121,21.525,16.608,16.554,14.733,15.246,18.392,23.008,27.967,27.729,13.388,0.000,0.000,0.000,0.000,12.893,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,17.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.785,15.823,16.577,15.044,16.142,14.597,15.054,15.571
10/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.011,100.246,95.568,97.342,91.238,98.519,98.106,97.677,15.433,15.621,17.654,16.788,16.108,17.325,23.088,15.225,17.458,25.933,25.738,31.238,15.225,15.025,18.529,19.275,15.392,17.679,18.933,15.783,15.763,16.254,21.708,25.583,29.500,0.000,10.243,0.000,0.000,0.000,18.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.855,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,17.540,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.916,15.797,16.528,14.847,15.718,14.607,14.858,15.046
10/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.383,99.151,95.713,97.253,92.855,98.165,98.421,97.763,15.600,15.354,22.129,17.458,21.729,17.721,25.004,12.842,16.808,17.183,20.738,25.521,20.913,13.496,17.779,19.579,15.129,14.571,16.208,14.492,15.467,15.571,19.296,19.917,27.479,13.355,0.000,5.291,0.000,0.000,19.516,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,17.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.913,15.614,16.374,14.719,15.374,14.415,14.629,14.596
10/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.824,99.196,95.109,96.924,93.978,98.064,98.392,98.256,13.533,17.396,21.221,18.704,15.388,17.675,24.817,13.846,17.042,20.992,20.079,23.767,15.654,22.263,20.329,13.908,17.450,14.967,17.738,14.483,14.517,14.988,19.596,21.050,17.354,0.000,9.892,0.000,0.000,0.000,19.661,0.319,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.383,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,17.410,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.741,15.408,16.203,14.503,15.194,14.237,14.438,14.575
10/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.618,98.685,95.514,96.832,95.004,99.336,98.693,98.218,16.100,14.850,23.488,22.404,15.692,17.513,18.346,18.275,18.425,23.733,15.354,28.096,18.554,21.367,18.979,16.383,16.475,15.217,19.758,16.283,16.158,15.021,23.733,19.842,18.421,13.734,0.000,5.020,0.000,0.000,19.700,0.000,0.000,0.000,0.000,0.000,1.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,17.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.440,15.257,16.018,14.421,15.268,14.161,14.433,14.492
10/21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.534,98.355,96.045,96.722,95.844,97.952,98.276,98.784,15.022,14.750,26.171,20.338,15.783,17.725,22.692,17.133,16.608,18.713,17.750,26.675,13.875,22.025,24.946,21.600,18.329,20.733,18.033,15.233,15.488,15.583,18.267,20.879,18.192,0.000,10.593,0.000,0.020,0.000,19.582,0.000,0.000,0.000,0.000,0.000,0.000,0.090,0.000,0.000,0.000,0.000,0.422,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,17.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.628,15.015,16.062,14.299,14.964,13.495,14.367,14.396
10/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.721,98.084,97.368,96.619,95.484,97.061,98.631,99.105,14.344,14.883,24.382,17.175,16.167,17.654,21.346,15.963,15.913,19.675,21.796,25.908,20.275,21.267,18.696,23.646,17.942,13.838,17.592,15.763,15.463,15.421,25.513,20.338,18.329,0.000,0.000,5.183,0.000,0.000,19.707,0.000,0.653,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,17.090,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.658,14.765,16.095,14.148,14.578,13.241,14.388,14.283
10/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.930,97.797,95.438,95.935,95.304,97.785,98.749,99.342,17.272,14.238,20.924,24.196,22.483,22.767,22.979,17.375,18.342,17.646,16.929,22.875,17.054,21.233,18.650,21.113,18.163,15.092,19.417,14.808,15.321,15.767,23.188,19.033,17.604,13.316,0.000,0.000,0.000,0.000,15.593,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,16.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.550,14.558,15.430,13.716,14.087,12.945,14.067,14.017
10/24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.991,97.395,95.090,96.523,94.163,98.434,98.406,99.994,21.506,16.533,20.935,23.396,18.025,22.113,22.913,18.154,19.896,15.113,23.308,26.808,15.492,12.550,19.192,17.567,16.150,15.675,19.508,15.029,15.638,16.442,17.438,20.696,17.833,0.000,10.333,0.000,0.000,0.000,15.677,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,16.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.460,14.240,15.026,13.431,13.691,12.695,13.625,13.783
10/25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.853,97.871,95.161,96.799,94.868,98.541,98.586,99.154,18.411,18.238,18.421,16.721,20.033,17.579,22.854,16.796,21.350,14.700,19.896,25.354,20.188,17.100,17.404,19.338,16.113,16.000,22.588,13.525,15.492,17.746,24.008,19.754,19.117,11.557,0.000,7.943,0.000,0.000,19.626,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,16.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.366,14.056,14.731,13.267,13.408,12.535,13.567,13.425
10/26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.029,98.183,95.978,96.826,95.634,98.556,98.178,100.050,17.289,17.454,23.332,21.913,17.596,20.421,18.721,17.075,20.925,18.825,16.796,28.488,20.892,17.575,16.533,25.604,17.004,13.979,16.025,15.008,15.438,16.175,21.863,20.479,18.104,0.000,9.477,0.000,0.000,0.000,17.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,16.380,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.201,13.814,14.528,12.982,13.290,12.483,13.483,13.329
10/27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.043,97.179,97.115,96.445,96.216,98.790,98.801,101.464,17.722,17.250,18.167,19.529,18.138,18.742,23.538,18.392,19.883,13.529,16.979,26.142,21.504,20.829,16.204,17.054,16.800,16.550,18.146,14.342,14.624,15.533,19.138,21.367,17.129,12.351,0.000,6.376,0.000,0.000,18.519,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,16.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.128,13.510,14.386,12.668,12.960,12.509,13.017,13.308
10/28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.870,96.564,98.374,96.469,94.994,99.052,99.991,99.879,19.217,20.325,20.858,19.904,17.867,18.613,23.529,17.463,20.958,18.017,20.458,22.054,21.304,20.750,15.913,14.217,16.663,15.271,18.717,14.904,15.388,16.575,19.133,21.433,18.117,0.000,9.164,0.000,0.000,0.000,18.670,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,15.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.018,13.186,14.195,12.451,12.686,12.392,12.625,12.750
10/29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.784,95.753,98.009,96.084,95.235,98.025,98.497,99.503,15.588,17.796,16.933,19.263,18.729,18.208,25.329,13.908,22.892,19.871,20.317,25.542,17.575,22.950,15.425,17.542,14.292,14.938,18.067,14.675,15.996,16.092,21.808,22.575,18.242,0.000,0.000,6.890,0.000,0.000,19.680,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,15.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.825,12.906,13.928,12.135,12.703,12.341,12.329,12.517
10/30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.891,96.251,96.894,95.147,96.524,97.119,99.382,99.802,17.771,18.004,22.821,21.967,22.613,18.142,26.100,16.596,20.663,17.708,28.742,24.408,18.454,19.871,18.117,18.658,16.883,17.288,18.117,14.896,15.650,16.871,20.525,25.496,18.613,9.308,0.000,0.000,0.000,0.000,19.499,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,15.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.731,12.693,13.616,11.813,12.464,12.152,12.300,12.388
10/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.170,95.421,95.742,94.630,96.093,96.893,98.715,100.704,15.047,16.854,18.604,18.933,21.629,19.296,24.913,16.525,18.646,18.408,29.042,24.642,17.463,12.942,21.971,18.088,15.908,16.342,19.320,18.267,17.046,19.021,20.046,23.292,17.025,0.000,11.075,0.000,0.000,0.000,17.620,0.000,0.000,0.000,0.000,0.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,15.360,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.608,12.440,13.273,11.581,12.225,11.843,12.063,12.213
11/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.204,95.104,95.826,94.688,95.361,97.077,97.740,99.838,16.224,19.442,18.712,17.792,18.271,17.608,26.408,18.024,20.004,21.529,27.263,23.871,22.438,17.938,14.325,17.550,26.850,16.283,20.504,17.521,14.567,21.492,21.729,23.521,17.763,10.297,0.000,5.900,0.000,0.000,19.948,0.000,0.000,0.417,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,15.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.455,12.142,13.043,11.295,11.958,11.374,11.858,11.775
11/2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.292,96.385,96.089,94.852,95.764,96.869,98.538,99.944,19.535,19.233,19.313,17.892,22.442,18.463,33.158,26.613,21.240,15.829,23.825,28.125,20.529,21.054,14.264,18.071,15.513,18.500,18.529,14.100,14.963,25.871,18.996,16.196,18.250,0.000,9.294,0.000,0.000,0.000,18.935,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.332,0.000,NA,NA,NA,NA,NA,NA,NA,14.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.227,11.986,12.890,11.038,11.851,11.205,11.725,11.521
11/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.017,95.683,95.670,95.149,95.503,97.104,99.045,100.646,17.546,17.517,20.842,17.392,28.796,17.829,26.325,21.867,20.784,17.940,26.075,24.004,19.050,25.613,16.638,16.583,12.942,19.142,18.600,16.263,13.179,23.479,20.342,28.358,17.558,9.870,0.000,5.558,0.000,0.000,19.701,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,14.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.990,11.590,12.610,10.780,11.586,10.927,11.579,11.417
11/4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.510,95.797,94.911,95.057,97.031,98.755,98.766,99.895,20.018,17.121,19.279,20.504,29.628,19.121,24.883,21.267,23.063,19.367,24.396,23.508,22.958,14.854,20.958,16.936,12.025,19.117,19.100,15.863,15.283,23.675,19.104,20.954,17.554,0.000,10.465,0.000,0.000,0.000,17.956,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,14.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.717,11.332,12.293,10.353,11.491,10.595,11.304,11.321
11/5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.368,96.431,94.575,95.438,96.930,98.040,98.819,99.838,24.971,19.238,18.933,15.646,25.208,18.488,21.796,20.983,22.875,23.942,20.246,26.733,23.479,18.642,20.167,19.371,12.517,18.371,20.808,15.217,14.704,19.454,19.896,20.654,17.692,0.000,0.000,6.074,0.000,0.000,18.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.071,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,14.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.434,11.169,11.896,10.073,9.949,10.436,11.079,11.225
11/6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.400,97.116,94.467,96.039,95.842,97.450,99.098,99.810,27.350,16.679,21.691,18.813,26.213,19.158,22.248,20.588,19.067,17.304,22.258,25.325,16.400,19.921,20.958,13.388,22.042,18.808,17.342,14.829,14.079,18.400,18.729,22.208,19.475,7.719,0.000,0.000,0.000,0.000,18.399,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.582,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,13.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.113,10.780,11.470,9.823,11.363,10.402,10.933,11.158
11/7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.798,97.539,95.048,97.608,95.018,96.974,99.931,99.727,23.056,18.996,16.650,18.883,24.933,16.133,25.313,19.329,22.608,17.079,21.033,21.113,15.988,20.821,17.629,18.842,28.454,16.504,19.338,14.346,15.700,19.096,21.888,22.925,17.596,0.000,7.633,0.000,0.000,0.000,21.720,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.073,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,13.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.766,10.644,11.006,9.611,11.281,10.218,10.800,10.929
11/8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.881,97.809,95.257,98.188,95.256,98.323,99.757,99.374,20.344,19.296,21.246,19.363,26.650,20.663,24.642,13.629,22.363,16.058,23.871,27.192,20.583,17.700,18.492,17.096,55.725,19.313,18.725,14.246,17.271,17.667,18.779,23.821,18.983,10.568,0.000,5.530,0.000,0.000,16.878,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.292,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,13.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.448,10.343,10.684,9.293,11.158,9.982,10.638,10.658
11/9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.856,97.689,95.605,97.225,95.185,98.181,99.253,98.555,17.470,18.446,22.188,16.504,22.279,16.504,20.367,20.938,20.983,24.117,25.042,25.813,24.463,24.533,23.913,16.283,48.658,18.863,18.604,13.150,15.992,16.908,19.613,22.808,18.621,0.000,4.676,0.000,0.000,0.000,20.929,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.844,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,13.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.375,10.142,10.420,9.062,11.017,9.779,10.583,10.325
11/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.950,97.032,95.528,96.330,95.116,97.605,99.483,98.734,14.100,16.096,19.700,19.246,20.650,18.708,26.258,18.258,23.671,19.642,17.892,22.596,20.333,15.946,20.779,16.433,38.333,21.196,19.200,13.875,16.817,16.333,17.238,22.392,18.796,0.000,5.359,5.901,0.000,0.000,18.842,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,NA,12.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.128,10.083,10.017,8.902,10.814,9.550,10.433,10.233
